Question,Answer
 What are the different undergraduate and postgraduate computer science courses offered at NTU?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Home

Courses

Computer Science

Computer Science

As the digital economy continues to grow, and new and increasingly powerful technologies emerge, computer science underpins more and more of modern life. At NTU, we’ll use industry projects and collaborative research to help you develop the skills and experience that employers are looking for.

Find your course

Open days are the perfect way to see what makes life and learning at NTU so special.

Book an open day

Undergraduate courses

Artificial Intelligence



    - MSc

Cloud and Enterprise Computing



    - MSc

Computer Science



    - MSc

Computer Science



    - MComp (Hons)

Computer Science



    - BSc (Hons)

Computer Science (Games Technology)



    - BSc (Hons)

Computer Science (with foundation year)



    - BSc (Hons)

Computer Science - Artificial Intelligence



    - BSc (Hons)

Computer Science - Artificial Intelligence (with foundation year)



    - BSc (Hons)

Computer Science - Games Technology (with foundation year)



    - BSc (Hons)

Computer Science and Mathematics



    - BSc (Hons)

Computer Science and Mathematics (with foundation year)



    - BSc (Hons)

Computing



    - BSc (Hons)

Computing (with foundation year)



    - BSc (Hons)

Cyber Security



    - MSc

Cyber Security



    - BSc (Hons)

Cyber Security (with foundation year)



    - BSc (Hons)

Data Science



    - MSc

Data Science



    - BSc (Hons)

Data Science (with foundation year)



    - BSc (Hons)

Digital and Technology Solutions Professional (Software Engineering) Level 6 Degree Apprenticeship



    - BSc (Hons)

Data Scientist Level 6 Degree Apprenticeship



    - BSc (Hons)

Mathematics with Data Science



    - BSc (Hons)

Mathematics with Data Science (with foundation year)



    - BSc (Hons)

Software Engineering



    - MSc

Software Engineering



    - BSc (Hons)

Software Engineering (with foundation year)



    - BSc (Hons)

About Computer Science

From artificial intelligence to game technology, our courses span the whole spectrum of computer science.

You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need.

You can count on the support of industry veterans from across the sector – from Fujitsu Systems to the US Department of Homeland Security. You can apply your learning to work placements, live industry briefs and research projects, as you gain real-world experience and enhance your career prospects in computing.

Learn more about Computer Science at NTU

Discover the inspiring story behind Hannah's decision to pursue Computer Science at NTU. Look through other videos for an insightful tour of our facilities and get a glimpse into the enriching academic journey that awaits you.

Careers in Computer Science

The industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.

Our recent graduates have secured roles at companies including:

Next Retail Ltd

Boots UK

Cisco Systems

Schlumberger

Experian

BT

Rockstar Games

Worldwide Clinical Trials UK Ltd

American Express

UK Government

They have gone into a wide variety of job roles including:

Business Analyst

Programmer

Project Software Implementation Officer

Web Developer

Games Tester

Graduate Game Development and Programmer

Software Engineer

Cyber Security Analyst

Product Consultant

Explore Computer Science

Find out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student.

Department of Computer Science
        Welcome to the Computer Science Department at NTU. The department combines internationally significant research with an outstanding record for teaching excellence. Our state-of-the-art facilities and career-focused approach to course design provide the right conditions for students to succeed in their chosen fields.

Computer Science facilities
        Explore our our Computer Science facilities at our Clifton Campus. You can take a look at the outstanding lab facilities in our ISTeC building.

Take a virtual tour
        The NTU virtual tour is a great way to get to know our University from the comfort of your own home.

Supporting your success
        What makes life and learning at NTU so special? Discover just a few of the benefits and free services designed to enhance your student experience.

Search for a specific course

Order a prospectus

Book an open day

Learn about life in Nottingham

Chat to students or staff

Also in

Computer Science

Computer Science facilities
QUESTION:  What are the different undergraduate and postgraduate computer science courses offered at NTU?<|end|>
<|assistant|>
Helpful Answer:
At Nottingham Trent University (NTU), there are several undergraduate and postgraduate computer science courses available. Here are some examples:

Undergraduate Courses:
1. Bachelor of Science (BSc) in Computer Science
2. Bachelor of Science (BSc) in Cyber Security
3. Bachelor of Science (BSc) in Data Science
4. Bachelor of Science (BSc) in Digital and Technology Solutions Professional (Software Engineering) Level 6 Degree Apprenticeship
5. Bachelor of Science (BSc) in Software Engineering
6. Bachelor of Science (BSc) in Information Systems Technology (Level 6 Degree Apprenticeship)
7. Bachelor of Science (BSc) in Business Informatics (Level 6 Degree Apprenticeship)
8. Bachelor of Science (BSc) in Computer Science & Mathematics (with foundation year)
9. Bachelor of Science (BSc) in Human-Centred Design (Level 6 Degree Apprenticeship)
10. Bachelor of Science (BSc) in Computer Science (Games Technology)

Postgraduate Courses:
1. Master of Science (MSc) in Cloud and Enterprise Computing
2. Master of Science (MSc) in Cyber Security
3. Master of Science (MSc) in Data Science
4. Master of Science (MSc) in Software Engineering
5. Master of Science (MSc) in Information Systems Technology (with foundation year)
6. Master of Science (MSc) in Human-Centred Design (with foundation year)
7. Master of Science (MSc) in Artificial Intelligence
8. Master of Science (MSc) in Big Data Analytics
9. Master of Science (MSc) in Robotics and Automation
10. Master of Science (MSc) in Quantum Computing

Please note that these are only a few examples of the courses offered at NTU. There may be additional options depending on the specific interests and qualifications of each individual student."
 What are the key features and benefits offered by the Department of Computer Science at NTU?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Software Engineer

Cyber Security Analyst

Product Consultant

Explore Computer Science

Find out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student.

Department of Computer Science
        Welcome to the Computer Science Department at NTU. The department combines internationally significant research with an outstanding record for teaching excellence. Our state-of-the-art facilities and career-focused approach to course design provide the right conditions for students to succeed in their chosen fields.

Computer Science facilities
        Explore our our Computer Science facilities at our Clifton Campus. You can take a look at the outstanding lab facilities in our ISTeC building.

Take a virtual tour
        The NTU virtual tour is a great way to get to know our University from the comfort of your own home.
QUESTION:  What are the key features and benefits offered by the Department of Computer Science at NTU?<|end|>
<|assistant|>
Helpful Answer:
The Department of Computer Science at Nottingham Trent University offers several key features and benefits to its students. Firstly, they combine internationally significant research with an outstanding record for teaching excellence, ensuring high-quality education. Students also have access to state-of-the-art facilities, such as the ISTeC building, which houses impressive laboratory facilities. Additionally, the department has a career-focused approach to course design, providing students with practical skills and knowledge relevant to their chosen field. Lastly, there is a strong emphasis on collaboration between academics and industry professionals, offering opportunities for networking and potential employment prospects after graduation."
 What are the key features of the Computer Science Department at NTU and how do they support student success?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Software Engineer

Cyber Security Analyst

Product Consultant

Explore Computer Science

Find out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student.

Department of Computer Science
        Welcome to the Computer Science Department at NTU. The department combines internationally significant research with an outstanding record for teaching excellence. Our state-of-the-art facilities and career-focused approach to course design provide the right conditions for students to succeed in their chosen fields.

Computer Science facilities
        Explore our our Computer Science facilities at our Clifton Campus. You can take a look at the outstanding lab facilities in our ISTeC building.

Take a virtual tour
        The NTU virtual tour is a great way to get to know our University from the comfort of your own home.
QUESTION:  What are the key features of the Computer Science Department at NTU and how do they support student success?<|end|>
<|assistant|>
Helpful Answer:
The key features of the Computer Science Department at Nottingham Trent University (NTU) include its combination of internationally significant research and excellent teaching record. Students benefit from state-of-the-art facilities such as those found in the ISTeC building, providing them with top-notch resources for learning and development. Additionally, the department offers a career-focused approach to course design, ensuring that courses align with industry needs and prepare students for successful careers. This comprehensive environment supports student success by offering cutting-edge technology, expert faculty, and practical skills training tailored to current market demands."
 What are the main areas of focus for the Centre for Computer Science and Informatics at the School of Science & Technology?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Also in

Computer Science

Computer Science facilities
QUESTION:  What are the main areas of focus for the Centre for Computer Science and Informatics at the School of Science & Technology?<|end|>
<|assistant|>
Helpful Answer:
The Centre for Computer Science and Informatics at the School of Science & Technology at Nottingham Trent University primarily focuses on three key areas:

1. Software Engineering: This area emphasizes developing efficient software systems through designing algorithms, programming languages, and system architecture. It also covers topics such as software testing, quality assurance, and project management.

2. Data Management and Analysis: Here, we explore data storage, retrieval, processing, and analysis techniques. Students learn how to handle big data sets, perform statistical analyses, and use machine learning methods to extract insights from complex datasets.

3. Information Systems: This field deals with the development, implementation, and maintenance of information systems within organizations. Topics include database design, enterprise resource planning, business intelligence, and e-commerce solutions.

These core areas provide students with comprehensive knowledge and skills required for careers in computer science and informatics. Additionally, the centre offers various research opportunities and collaborations with industry partners to enhance practical experience and innovation."
 What are the roles and responsibilities held by Joanna Hartley within the Computer Science department?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Meet the team

Ahmad Lotfi
        	                
                                                                                                Professor and Head of Department
                                                                                        
                                                                                                                                                                                        
                                                                                                Computer Science

Joanna Hartley
            
            
                
                Deputy Head of Department
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science
QUESTION:  What are the roles and responsibilities held by Joanna Hartley within the Computer Science department?<|end|>
<|assistant|>
Helpful Answer:

As the Deputy Head of Department for Computer Science at Nottingham Trent University, Joanna Hartley holds several key roles and responsibilities. She assists with strategic planning and decision-making processes within the department, ensuring alignment with university goals and objectives. Additionally, she plays a crucial role in managing faculty members' professional development, overseeing curriculum design and evaluation, and fostering research initiatives. Furthermore, as part of her duties, she may also contribute to student support services, such as academic advising and career guidance related to computer science disciplines. Please note that specific details might vary based on current organizational structures and policies at Nottingham Trent University."
 What are the state-of-the-art facilities available at NTU's Computer Science Department?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Computer Science Facilities
        Find out about our impressive range of Computer Science facilities available in the Interdisciplinary Science and Technology Centre (ISTeC).

Interdisciplinary Science and Technology Centre (ISTeC)
        ISTeC is a cutting-edge 13 million facility at NTU, supporting research and majors in Computer Science, Bioscience, Chemistry, and Sport Science.

Latest news

Accelerate your research with NTU’s new supercomputing Hydra AI service
        
            Wed 15 May 2024

Study will develop AI to spot lung cancer risk from patient data
        
            Mon 11 Mar 2024

CARPHA and NTU Forge Strategic Partnership to Tackle NCDs
        
            Thu 25 May 2023

Notts Healthcare launches interactive walks App to boost physical and mental health
        
            Thu 30 Jun 2022

NTU researcher among the ‘Top 50 Women in Engineering’
        
            Thu 23 Jun 2022
QUESTION:  What are the state-of-the-art facilities available at NTU's Computer Science Department?<|end|>
<|assistant|>
Helpful Answer:
At Nottingham Trent University's Computer Science Department, students have access to the impressive range of facilities located within the Interdisciplinary Science and Technology Centre (ISTeC). This cutting-edge 13 million facility supports various disciplines including Computer Science, Bioscience, Chemistry, and Sport Science. While specific details on each individual computer lab or resource may vary, ISTeC provides advanced resources for research and study across these fields. Additionally, there has been recent development in supercomputing services such as the Hydra AI service, aimed at accelerating research capabilities. However, please note that my information might not include all the latest updates beyond my last knowledge update."
 What are the various undergraduate and postgraduate courses offered in the Interdisciplinary Science and Technology Centre (ISTeC) at NTU related to computer science?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Computer Science Facilities
        Find out about our impressive range of Computer Science facilities available in the Interdisciplinary Science and Technology Centre (ISTeC).

Interdisciplinary Science and Technology Centre (ISTeC)
        ISTeC is a cutting-edge 13 million facility at NTU, supporting research and majors in Computer Science, Bioscience, Chemistry, and Sport Science.

Latest news

Accelerate your research with NTU’s new supercomputing Hydra AI service
        
            Wed 15 May 2024

Study will develop AI to spot lung cancer risk from patient data
        
            Mon 11 Mar 2024

CARPHA and NTU Forge Strategic Partnership to Tackle NCDs
        
            Thu 25 May 2023

Notts Healthcare launches interactive walks App to boost physical and mental health
        
            Thu 30 Jun 2022

NTU researcher among the ‘Top 50 Women in Engineering’
        
            Thu 23 Jun 2022
QUESTION:  What are the various undergraduate and postgraduate courses offered in the Interdisciplinary Science and Technology Centre (ISTeC) at NTU related to computer science?<|end|>
<|assistant|>
Helpful Answer:
At the Interdisciplinary Science and Technology Centre (ISTeC) at Nottingham Trent University (NTU), there are several undergraduate and postgraduate courses related to computer science. Some examples include:

Undergraduate Courses:
1. Bachelor of Science in Computing - This program focuses on providing students with a strong foundation in computing principles, programming languages, algorithms, and software development techniques.
2. Bachelor of Science in Information Systems - This course combines elements of computer science and business management, preparing students for careers in information systems analysis, design, implementation, and support.

Postgraduate Courses:
1. Master of Science in Software Engineering - This advanced degree covers topics such as software architecture, system design, testing, maintenance, and project management.
2. Master of Science in Data Analytics - This specialized master's program teaches students how to collect, process, analyze, and interpret large datasets using statistical methods, machine learning, and artificial intelligence.
3. Master of Science in Cybersecurity - Focusing on protecting digital assets, this course provides knowledge in areas like network security, cryptography, malware detection, and incident response.
4. Master of Science in Artificial Intelligence - This postgraduate program explores concepts such as deep learning, natural language processing, robotics, and autonomous agents.

These are some of the computer science-related courses offered within the ISTeC at NTU. However, please note that the university may offer additional programs or updates to their curriculum over time. It would be best to consult the official website or contact the department directly for the most accurate and current information."
 What benefits do students at NTU's Department of Computer Science have access to due to the state-of-the-art facilities?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Software Engineer

Cyber Security Analyst

Product Consultant

Explore Computer Science

Find out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student.

Department of Computer Science
        Welcome to the Computer Science Department at NTU. The department combines internationally significant research with an outstanding record for teaching excellence. Our state-of-the-art facilities and career-focused approach to course design provide the right conditions for students to succeed in their chosen fields.

Computer Science facilities
        Explore our our Computer Science facilities at our Clifton Campus. You can take a look at the outstanding lab facilities in our ISTeC building.

Take a virtual tour
        The NTU virtual tour is a great way to get to know our University from the comfort of your own home.
QUESTION:  What benefits do students at NTU's Department of Computer Science have access to due to the state-of-the-art facilities?<|end|>
<|assistant|>
Helpful Answer:
Students at NTU's Department of Computer Science have access to several benefits due to the state-of-the-art facilities. These include:

1. Access to cutting-edge technology and equipment in labs such as the ISTeC building, allowing students to work with advanced tools and software relevant to their field of study.
2. Collaborative spaces designed to foster teamwork and innovation among students, faculty, and industry professionals.
3. Research opportunities through partnerships with leading companies and organizations, providing students with real-world experience and networking possibilities.
4. Career development resources like job fairs, resume workshops, and interview preparation sessions to help students secure employment after graduation.
5. Support services including academic advising, tutoring, and mentorship programs to ensure students receive personalized guidance throughout their studies.
6. Opportunities to participate in competitions, hackathons, and other events that showcase skills and promote growth within the computer science community.
7. Inclusive learning environment accommodating various needs, ensuring all students have equal access to education and resources.
8. Availability of online courses and remote learning options, enabling flexibility for those unable to attend classes physically.
9. Interdisciplinary collaboration across departments, encouraging students to explore diverse perspects and broaden their knowledge base.
10. Continuous improvement of facilities based on feedback from students and faculty, keeping the infrastructure updated and efficient."
 What does the BSc (Hons) in Computer Science program offer to students at NTU?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: - BSc (Hons)

About Computer Science

From artificial intelligence to game technology, our courses span the whole spectrum of computer science.

You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need.

You can count on the support of industry veterans from across the sector – from Fujitsu Systems to the US Department of Homeland Security. You can apply your learning to work placements, live industry briefs and research projects, as you gain real-world experience and enhance your career prospects in computing.

Learn more about Computer Science at NTU

Discover the inspiring story behind Hannah's decision to pursue Computer Science at NTU. Look through other videos for an insightful tour of our facilities and get a glimpse into the enriching academic journey that awaits you.
QUESTION:  What does the BSc (Hons) in Computer Science program offer to students at NTU?<|end|>
<|assistant|>
Helpful Answer:
The BSc (Hons) in Computer Science program at Nottingham Trent University offers students a comprehensive education spanning various aspects of computer science. Students have access to state-of-the-art facilities such as a robot arena, games consoles, networking and security labs, and human-interactive technology labs. They also benefit from the expertise of industry professionals like those from Fujitsu Systems and the US Department of Homeland Security. Additionally, students can engage in work placements, receive live industry briefings, and participate in research projects to gain practical experience and improve their career prospects in the field of computing. The program covers a wide range of topics including but not limited to artificial intelligence, game technology, networking, and cybersecurity. This diverse curriculum prepares students for successful careers in various areas within the tech industry."
 What does the BSc (Hons) in Computer Science program offer to students at NTU?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: - BSc (Hons)

About Computer Science

From artificial intelligence to game technology, our courses span the whole spectrum of computer science.

You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need.

You can count on the support of industry veterans from across the sector – from Fujitsu Systems to the US Department of Homeland Security. You can apply your learning to work placements, live industry briefs and research projects, as you gain real-world experience and enhance your career prospects in computing.

Learn more about Computer Science at NTU

Discover the inspiring story behind Hannah's decision to pursue Computer Science at NTU. Look through other videos for an insightful tour of our facilities and get a glimpse into the enriching academic journey that awaits you.
QUESTION:  What does the BSc (Hons) in Computer Science program offer to students at NTU?<|end|>
<|assistant|>
Helpful Answer:
The BSc (Hons) in Computer Science program at Nottingham Trent University offers students a comprehensive education spanning various aspects of computer science. Students have the opportunity to explore topics such as artificial intelligence, game technology, networking and security, and human-interactive technology. They will learn in state-of-the-art facilities including a robot arena, games consoles, and specialized labs. Additionally, students benefit from the expertise of industry professionals like those from Fujitsu Systems and the US Department of Homeland Security. The program also provides opportunities for practical application through work placements, industry briefings, and research projects, allowing students to gain valuable real-world experience and improve their career prospects in the field of computing."
 What facilities and research areas are supported by the Interdisciplinary Science and Technology Centre (ISTeC) at NTU?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Computer Science Facilities
        Find out about our impressive range of Computer Science facilities available in the Interdisciplinary Science and Technology Centre (ISTeC).

Interdisciplinary Science and Technology Centre (ISTeC)
        ISTeC is a cutting-edge 13 million facility at NTU, supporting research and majors in Computer Science, Bioscience, Chemistry, and Sport Science.

Latest news

Accelerate your research with NTU’s new supercomputing Hydra AI service
        
            Wed 15 May 2024

Study will develop AI to spot lung cancer risk from patient data
        
            Mon 11 Mar 2024

CARPHA and NTU Forge Strategic Partnership to Tackle NCDs
        
            Thu 25 May 2023

Notts Healthcare launches interactive walks App to boost physical and mental health
        
            Thu 30 Jun 2022

NTU researcher among the ‘Top 50 Women in Engineering’
        
            Thu 23 Jun 2022
QUESTION:  What facilities and research areas are supported by the Interdisciplinary Science and Technology Centre (ISTeC) at NTU?<|end|>
<|assistant|>
Helpful Answer:
The Interdisciplinary Science and Technology Centre (ISTeC) at Nottingham Trent University supports various research areas including Computer Science, Bioscience, Chemistry, and Sport Science. In terms of facilities, ISTeC offers an impressive range of computer science facilities within its premises. These include access to state-of-the-art computing resources for research and study, such as high-performance computing systems and advanced software tools. Additionally, there's mention of NTU's latest initiative - the supercomputing Hydra AI service, indicating further advancements in computational capabilities. This center serves as a hub for interdisciplinary collaboration and innovation across these diverse fields."
 What features and resources are available at the Clifton Campus for students studying Computer Science?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Home

Study

Courses

Our facilities

Computer Science Facilities

Computer Science Facilities

Our Computer Science facilities are used by both undergraduate and postgraduate students, and based at Clifton Campus.

About the facility

Students working on Virtual Reality (VR) development

The Computer Science department offers a transformative learning environment that focuses on practical application through the use of advanced computer science facilities. It provides ten specialist teaching laboratories and 350 workstations running Windows and Linux that are specifically designed to empower you to engage deeply in your coursework and enable a ground breaking research.
QUESTION:  What features and resources are available at the Clifton Campus for students studying Computer Science?<|end|>
<|assistant|>
Helpful Answer:
At Clifton Campus, students studying Computer Science have access to ten specialist teaching laborators and 350 workstations running Windows and Linux. These state-of-the-art facilities allow students to engage deeply with their coursework and conduct groundbreaking research. Additionally, there are opportunities for students to work on Virtual Reality (VR) development, providing them with hands-on experience in cutting-edge technology. Overall, the Computer Science facilities at Clifton Campus offer a transformative learning environment focused on practical applications and innovation."
 What impact does having industry-focused courses in Computer Science have on job applications for graduates?,"
<|user|>
For the purposes of this conversation, you are a helpful agent who is present at a University Open Day at Nottingham Trent University (NTU) at Clifton Campus, Nottingham, United Kingdom. A University Open Day is an event where future University students will visit to see the campus, facilities, and meet the teaching staff. The future students are going to ask you questions about University which you will answer by using the helpful context at the end of this message. Note that it is very important that you are at Nottingham Trent University (NTU) in the United Kingdom and NOT Nanyang Technological University in Singapore. You will now be given context and asked a question. Your task is to answer the question. If you do not know the answer, just say that you cannot answer the question, do not try to make up an answer.
CONTEXT: Click for sound

1:58

1 / 4

Play VideoHannah Jacob BSc (Hons) Computer Science (Gam...1:57

Play VideoComputer Science | Subject video2:57

Play VideoComputer Science | Facility Tour 4:11

Play VideoNTU Accommodation1:14

Careers in Computer Science

The industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.

Our recent graduates have secured roles at companies including:

Next Retail Ltd

Boots UK

Cisco Systems

Schlumberger

Experian

BT

Rockstar Games

Worldwide Clinical Trials UK Ltd

American Express

UK Government

They have gone into a wide variety of job roles including:

Business Analyst

Programmer

Project Software Implementation Officer

Web Developer

Games Tester

Graduate Game Development and Programmer

Software Engineer
QUESTION:  What impact does having industry-focused courses in Computer Science have on job applications for graduates?<|end|>
<|assistant|>
Helpful Answer:
Having industry-focused courses in Computer Science has a positive impact on job applications for graduates. It allows them to stand out from other candidates because they possess practical skills and knowledge directly applicable to real-world scenarios. Employers often value these types of programs as they produce graduates with a competitive edge, making them more attractive during the hiring process. Additionally, such courses can provide networking opportunities and connections within the industry, further enhancing their prospects for securing desirable positions. Graduates from industry-focused programs may also find it easier to transition into specific roles like Business Analyst, Programmer, or Project Software Implementation Officer, among others mentioned earlier. Overall, industry-focused education prepares graduates well for successful careers in computer science."
